snapshot_ts_ms,side,price,size
1779520575473,bid,0.42,517.7
1779520575473,bid,0.41,883
1779520575473,bid,0.4,1100
1779520575473,bid,0.39,1321
1779520575473,bid,0.38,2483.87
1779520575473,bid,0.34,207.59
1779520575473,bid,0.33,200
1779520575473,bid,0.32,935.29
1779520575473,bid,0.31,200
1779520575473,bid,0.3,200
1779520575473,bid,0.22,1271
1779520575473,bid,0.21,632.91
1779520575473,bid,0.2,625
1779520575473,bid,0.19,2395.05
1779520575473,bid,0.18,4444.44
1779520575473,bid,0.16,3716.66
1779520575473,bid,0.15,6666.66
1779520575473,bid,0.14,3497.56
1779520575473,bid,0.13,8743.92
1779520575473,bid,0.12,549.71
1779520575473,bid,0.11,11867
1779520575473,bid,0.1,4790
1779520575473,bid,0.09,14444.44
1779520575473,bid,0.08,596.79
1779520575473,bid,0.07,24885.71
1779520575473,bid,0.06,1083.33
1779520575473,bid,0.04,41783
1779520575473,bid,0.02,128528
1779520575473,bid,0.01,512
1779520575473,ask,0.44,60
1779520575473,ask,0.45,391.7
1779520575473,ask,0.46,400
1779520575473,ask,0.48,87.28
1779520575473,ask,0.49,834.08
1779520575473,ask,0.5,200
1779520575473,ask,0.52,200
1779520575473,ask,0.54,200
1779520575473,ask,0.55,200
1779520575473,ask,0.58,200
1779520575473,ask,0.65,351
1779520575473,ask,0.73,1036
1779520575473,ask,0.74,1083.27
1779520575473,ask,0.75,2933.33
1779520575473,ask,0.76,3333.33
1779520575473,ask,0.77,1039
1779520575473,ask,0.78,3746.81
1779520575473,ask,0.79,6161.9
1779520575473,ask,0.8,500
1779520575473,ask,0.81,2822.22
1779520575473,ask,0.82,7055.55
1779520575473,ask,0.85,8000.33
1779520575473,ask,0.86,1814
1779520575473,ask,0.87,1480.76
1779520575473,ask,0.88,12700.33
1779520575473,ask,0.9,5428.87
1779520575473,ask,0.91,19655.55
1779520575473,ask,0.92,3945.31
1779520575473,ask,0.93,3271.96
1779520575473,ask,0.94,34509.37
1779520575473,ask,0.95,21120.39
1779520575473,ask,0.96,13984.5
1779520575473,ask,0.97,81954.39
1779520575473,ask,0.98,30499.05
1779520575473,ask,0.99,80218.75
1779520634448,bid,0.42,517.7
1779520634448,bid,0.41,1083
1779520634448,bid,0.4,1100
1779520634448,bid,0.39,1321
1779520634448,bid,0.38,2483.87
1779520634448,bid,0.34,207.59
1779520634448,bid,0.33,200
1779520634448,bid,0.32,935.29
1779520634448,bid,0.31,200
1779520634448,bid,0.3,200
1779520634448,bid,0.22,1271
1779520634448,bid,0.21,632.91
1779520634448,bid,0.2,625
1779520634448,bid,0.19,2395.05
1779520634448,bid,0.18,4444.44
1779520634448,bid,0.16,3716.66
1779520634448,bid,0.15,6666.66
1779520634448,bid,0.14,3497.56
1779520634448,bid,0.13,8743.92
1779520634448,bid,0.12,549.71
1779520634448,bid,0.11,11867
1779520634448,bid,0.1,4920
1779520634448,bid,0.09,14444.44
1779520634448,bid,0.08,596.79
1779520634448,bid,0.07,24885.71
1779520634448,bid,0.06,1083.33
1779520634448,bid,0.04,41783
1779520634448,bid,0.02,129178
1779520634448,bid,0.01,512
1779520634448,ask,0.44,60
1779520634448,ask,0.45,391.7
1779520634448,ask,0.46,200
1779520634448,ask,0.48,87.28
1779520634448,ask,0.49,630
1779520634448,ask,0.5,200
1779520634448,ask,0.52,392.3
1779520634448,ask,0.54,200
1779520634448,ask,0.55,200
1779520634448,ask,0.58,200
1779520634448,ask,0.65,351
1779520634448,ask,0.73,1288
1779520634448,ask,0.74,750.27
1779520634448,ask,0.75,2933.33
1779520634448,ask,0.76,3333.33
1779520634448,ask,0.77,634
1779520634448,ask,0.78,3746.81
1779520634448,ask,0.79,6161.9
1779520634448,ask,0.8,500
1779520634448,ask,0.81,2822.22
1779520634448,ask,0.82,7055.55
1779520634448,ask,0.84,962
1779520634448,ask,0.85,8000.33
1779520634448,ask,0.86,214.28
1779520634448,ask,0.87,1250
1779520634448,ask,0.88,12700.33
1779520634448,ask,0.9,5428.87
1779520634448,ask,0.91,19655.55
1779520634448,ask,0.92,3945.31
1779520634448,ask,0.93,3271.96
1779520634448,ask,0.94,37275.37
1779520634448,ask,0.95,21120.39
1779520634448,ask,0.96,13984.5
1779520634448,ask,0.97,81954.39
1779520634448,ask,0.98,30499.05
1779520634448,ask,0.99,80218.75
1779520821004,bid,0.42,517.7
1779520821004,bid,0.41,1083
1779520821004,bid,0.4,1100
1779520821004,bid,0.39,1321
1779520821004,bid,0.38,2483.87
1779520821004,bid,0.34,207.59
1779520821004,bid,0.33,200
1779520821004,bid,0.32,935.29
1779520821004,bid,0.31,200
1779520821004,bid,0.3,200
1779520821004,bid,0.22,363
1779520821004,bid,0.21,632.91
1779520821004,bid,0.2,625
1779520821004,bid,0.19,2395.05
1779520821004,bid,0.18,4444.44
1779520821004,bid,0.16,3716.66
1779520821004,bid,0.15,6666.66
1779520821004,bid,0.14,3497.56
1779520821004,bid,0.13,8743.92
1779520821004,bid,0.12,549.71
1779520821004,bid,0.11,11867
1779520821004,bid,0.1,4920
1779520821004,bid,0.09,14444.44
1779520821004,bid,0.08,596.79
1779520821004,bid,0.07,24885.71
1779520821004,bid,0.06,1083.33
1779520821004,bid,0.04,41783
1779520821004,bid,0.02,129178
1779520821004,bid,0.01,512
1779520821004,ask,0.44,60
1779520821004,ask,0.45,391.7
1779520821004,ask,0.46,200
1779520821004,ask,0.48,87.28
1779520821004,ask,0.49,630
1779520821004,ask,0.5,200
1779520821004,ask,0.52,392.3
1779520821004,ask,0.54,200
1779520821004,ask,0.55,200
1779520821004,ask,0.58,200
1779520821004,ask,0.65,351
1779520821004,ask,0.72,506
1779520821004,ask,0.73,273.97
1779520821004,ask,0.74,1083.27
1779520821004,ask,0.75,2933.33
1779520821004,ask,0.76,3333.33
1779520821004,ask,0.78,3746.81
1779520821004,ask,0.79,6161.9
1779520821004,ask,0.8,500
1779520821004,ask,0.81,2822.22
1779520821004,ask,0.82,7055.55
1779520821004,ask,0.84,962
1779520821004,ask,0.85,8000.33
1779520821004,ask,0.86,214.28
1779520821004,ask,0.87,1250
1779520821004,ask,0.88,12700.33
1779520821004,ask,0.9,5428.87
1779520821004,ask,0.91,19655.55
1779520821004,ask,0.92,3945.31
1779520821004,ask,0.93,3271.96
1779520821004,ask,0.94,34509.37
1779520821004,ask,0.95,21120.39
1779520821004,ask,0.96,13984.5
1779520821004,ask,0.97,81954.39
1779520821004,ask,0.98,30499.05
1779520821004,ask,0.99,80218.75
1779520920614,bid,0.42,517.7
1779520920614,bid,0.41,1083
1779520920614,bid,0.4,1100
1779520920614,bid,0.39,1321
1779520920614,bid,0.38,2483.87
1779520920614,bid,0.34,207.59
1779520920614,bid,0.33,200
1779520920614,bid,0.32,935.29
1779520920614,bid,0.31,200
1779520920614,bid,0.3,200
1779520920614,bid,0.22,862
1779520920614,bid,0.21,632.91
1779520920614,bid,0.2,625
1779520920614,bid,0.19,2395.05
1779520920614,bid,0.18,4444.44
1779520920614,bid,0.16,3716.66
1779520920614,bid,0.15,6666.66
1779520920614,bid,0.14,3497.56
1779520920614,bid,0.13,8743.92
